alg;enc;instance;problem;final_fit
apso-b;alg;lop/N-be75eec;lop;236464
apso-bi;alg;lop/N-be75eec;lop;236464
apso-bi;alg;lop/N-be75eec;lop;236464
apso-bi;alg;lop/N-be75eec;lop;236464
apso-bi;alg;lop/N-be75eec;lop;236464
apso-bi;alg;lop/N-be75eec;lop;235859
apso-bi;alg;lop/N-be75eec;lop;235676
apso-b;alg;lop/N-be75eec;lop;235524
apso-bi;alg;lop/N-be75eec;lop;235455
apso-bi;alg;lop/N-be75eec;lop;235413
apso-b;alg;lop/N-be75eec;lop;235311
apso-b;alg;lop/N-be75eec;lop;235225
apso-bi;alg;lop/N-be75eec;lop;235224
apso-b;alg;lop/N-be75eec;lop;235220
apso-i;alg;lop/N-be75eec;lop;235206
apso-b;alg;lop/N-be75eec;lop;235153
apso-bi;alg;lop/N-be75eec;lop;235127
apso-bi;alg;lop/N-be75eec;lop;235125
apso-bi;alg;lop/N-be75eec;lop;235071
apso-b;alg;lop/N-be75eec;lop;235039
apso-bi;alg;lop/N-be75oi;lop;111171
apso-bi;alg;lop/N-be75oi;lop;111158
apso-bi;alg;lop/N-be75oi;lop;111068
apso-bi;alg;lop/N-be75oi;lop;111068
apso-bi;alg;lop/N-be75oi;lop;111021
apso-bi;alg;lop/N-be75oi;lop;111021
apso-i;alg;lop/N-be75oi;lop;110938
apso-i;alg;lop/N-be75oi;lop;110938
apso-i;alg;lop/N-be75oi;lop;110933
apso-i;alg;lop/N-be75oi;lop;110933
apso-bi;alg;lop/N-be75oi;lop;110917
apso-bi;alg;lop/N-be75oi;lop;110917
apso-bi;alg;lop/N-be75oi;lop;110901
apso-bi;alg;lop/N-be75oi;lop;110901
apso-bi;alg;lop/N-be75oi;lop;110889
apso-bi;alg;lop/N-be75oi;lop;110889
apso-bi;alg;lop/N-be75oi;lop;110886
apso-bi;alg;lop/N-be75oi;lop;110886
apso-i;alg;lop/N-be75oi;lop;110881
apso-i;alg;lop/N-be75oi;lop;110881
apso-bi;alg;lop/N-stabu70;lop;359201
apso-bi;alg;lop/N-stabu70;lop;359201
apso-bi;alg;lop/N-stabu70;lop;358526
apso-bi;alg;lop/N-stabu70;lop;358526
apso-i;alg;lop/N-stabu70;lop;358479
apso-i;alg;lop/N-stabu70;lop;358479
apso-bi;alg;lop/N-stabu70;lop;358331
apso-bi;alg;lop/N-stabu70;lop;358331
apso-i;alg;lop/N-stabu70;lop;358233
apso-i;alg;lop/N-stabu70;lop;358233
apso-bi;alg;lop/N-stabu70;lop;358142
apso-bi;alg;lop/N-stabu70;lop;358142
apso-i;alg;lop/N-stabu70;lop;357812
apso-i;alg;lop/N-stabu70;lop;357812
apso;alg;lop/N-stabu70;lop;357572
apso-bi;alg;lop/N-stabu70;lop;357553
apso-bi;alg;lop/N-stabu70;lop;357553
apso-b;alg;lop/N-stabu70;lop;357532
apso-i;alg;lop/N-stabu70;lop;357529
apso-i;alg;lop/N-stabu70;lop;357529
apso;alg;lop/N-stabu74;lop;524667
apso;alg;lop/N-stabu74;lop;525331
apso;alg;lop/N-stabu74;lop;525778
apso;alg;lop/N-stabu74;lop;526234
apso;alg;lop/N-stabu74;lop;527350
apso;alg;lop/N-stabu74;lop;527518
apso;alg;lop/N-stabu74;lop;528214
apso;alg;lop/N-stabu74;lop;528519
apso;alg;lop/N-stabu74;lop;528870
apso;alg;lop/N-stabu74;lop;529052
apso;alg;lop/N-stabu74;lop;529252
apso;alg;lop/N-stabu74;lop;529960
apso;alg;lop/N-stabu74;lop;530347
apso;alg;lop/N-stabu74;lop;532261
apso;alg;lop/N-stabu74;lop;532787
apso;alg;lop/N-stabu74;lop;532857
apso;alg;lop/N-stabu74;lop;533147
apso;alg;lop/N-stabu74;lop;533244
apso;alg;lop/N-stabu74;lop;535874
apso;alg;lop/N-stabu74;lop;536212
apso;alg;lop/N-stabu75;lop;519742
apso;alg;lop/N-stabu75;lop;521627
apso;alg;lop/N-stabu75;lop;523382
apso;alg;lop/N-stabu75;lop;524390
apso;alg;lop/N-stabu75;lop;526497
apso;alg;lop/N-stabu75;lop;527843
apso;alg;lop/N-stabu75;lop;528741
apso;alg;lop/N-stabu75;lop;530473
apso;alg;lop/N-stabu75;lop;531428
apso;alg;lop/N-stabu75;lop;531538
apso;alg;lop/N-stabu75;lop;532299
apso;alg;lop/N-stabu75;lop;532517
apso;alg;lop/N-stabu75;lop;532994
apso;alg;lop/N-stabu75;lop;533450
apso;alg;lop/N-stabu75;lop;534214
apso;alg;lop/N-stabu75;lop;534479
apso;alg;lop/N-stabu75;lop;536110
apso;alg;lop/N-stabu75;lop;536152
apso;alg;lop/N-stabu75;lop;537114
apso;alg;lop/N-stabu75;lop;537425
apso;alg;lop/N-t69r11xx;lop;760196
apso;alg;lop/N-t69r11xx;lop;760452
apso;alg;lop/N-t69r11xx;lop;760743
apso;alg;lop/N-t69r11xx;lop;760938
apso;alg;lop/N-t69r11xx;lop;761172
apso;alg;lop/N-t69r11xx;lop;762273
apso;alg;lop/N-t69r11xx;lop;762959
apso;alg;lop/N-t69r11xx;lop;762975
apso;alg;lop/N-t69r11xx;lop;763009
apso;alg;lop/N-t69r11xx;lop;763209
apso;alg;lop/N-t69r11xx;lop;763856
apso;alg;lop/N-t69r11xx;lop;763898
apso;alg;lop/N-t69r11xx;lop;764065
apso;alg;lop/N-t69r11xx;lop;764327
apso;alg;lop/N-t69r11xx;lop;764442
apso;alg;lop/N-t69r11xx;lop;764532
apso;alg;lop/N-t69r11xx;lop;764958
apso;alg;lop/N-t69r11xx;lop;765524
apso;alg;lop/N-t69r11xx;lop;765699
apso;alg;lop/N-t69r11xx;lop;765794
apso;alg;lop/N-t70b11xx;lop;509440
apso;alg;lop/N-t70b11xx;lop;511728
apso;alg;lop/N-t70b11xx;lop;512449
apso;alg;lop/N-t70b11xx;lop;512698
apso;alg;lop/N-t70b11xx;lop;514091
apso;alg;lop/N-t70b11xx;lop;514233
apso;alg;lop/N-t70b11xx;lop;519604
apso;alg;lop/N-t70b11xx;lop;520083
apso;alg;lop/N-t70b11xx;lop;520371
apso;alg;lop/N-t70b11xx;lop;520719
apso;alg;lop/N-t70b11xx;lop;521059
apso;alg;lop/N-t70b11xx;lop;521276
apso;alg;lop/N-t70b11xx;lop;521531
apso;alg;lop/N-t70b11xx;lop;522275
apso;alg;lop/N-t70b11xx;lop;522616
apso;alg;lop/N-t70b11xx;lop;523002
apso;alg;lop/N-t70b11xx;lop;523899
apso;alg;lop/N-t70b11xx;lop;524934
apso;alg;lop/N-t70b11xx;lop;525925
apso;alg;lop/N-t70b11xx;lop;526498
apso;alg;lop/N-t70d11xx;lop;363721
apso;alg;lop/N-t70d11xx;lop;364207
apso;alg;lop/N-t70d11xx;lop;365249
apso;alg;lop/N-t70d11xx;lop;366161
apso;alg;lop/N-t70d11xx;lop;366856
apso;alg;lop/N-t70d11xx;lop;366888
apso;alg;lop/N-t70d11xx;lop;367484
apso;alg;lop/N-t70d11xx;lop;367901
apso;alg;lop/N-t70d11xx;lop;368138
apso;alg;lop/N-t70d11xx;lop;368378
apso;alg;lop/N-t70d11xx;lop;368402
apso;alg;lop/N-t70d11xx;lop;368694
apso;alg;lop/N-t70d11xx;lop;368722
apso;alg;lop/N-t70d11xx;lop;368773
apso;alg;lop/N-t70d11xx;lop;369301
apso;alg;lop/N-t70d11xx;lop;370206
apso;alg;lop/N-t70d11xx;lop;370220
apso;alg;lop/N-t70d11xx;lop;372240
apso;alg;lop/N-t70d11xx;lop;372883
apso;alg;lop/N-t70d11xx;lop;373291
apso-bi;alg;lop/N-t70x11xx;lop;283808865
apso-bi;alg;lop/N-t70x11xx;lop;283794944
apso-bi;alg;lop/N-t70x11xx;lop;283780242
apso-bi;alg;lop/N-t70x11xx;lop;283780242
apso-bi;alg;lop/N-t70x11xx;lop;283663805
apso-bi;alg;lop/N-t70x11xx;lop;283663805
apso-bi;alg;lop/N-t70x11xx;lop;283613035
apso-bi;alg;lop/N-t70x11xx;lop;283613035
apso-bi;alg;lop/N-t70x11xx;lop;283546721
apso-bi;alg;lop/N-t70x11xx;lop;283546721
apso-bi;alg;lop/N-t70x11xx;lop;283517423
apso-bi;alg;lop/N-t70x11xx;lop;283517423
apso-bi;alg;lop/N-t70x11xx;lop;283473382
apso-bi;alg;lop/N-t70x11xx;lop;283473382
apso-i;alg;lop/N-t70x11xx;lop;283345573
apso-i;alg;lop/N-t70x11xx;lop;283345573
apso-i;alg;lop/N-t70x11xx;lop;283330871
apso-i;alg;lop/N-t70x11xx;lop;283330871
apso-bi;alg;lop/N-t70x11xx;lop;283322518
apso-bi;alg;lop/N-t70x11xx;lop;283322518
apso;alg;lop/N-tiw56n54;lop;89276
apso;alg;lop/N-tiw56n54;lop;89306
apso;alg;lop/N-tiw56n54;lop;89346
apso;alg;lop/N-tiw56n54;lop;89411
apso;alg;lop/N-tiw56n54;lop;89449
apso;alg;lop/N-tiw56n54;lop;89478
apso;alg;lop/N-tiw56n54;lop;89554
apso;alg;lop/N-tiw56n54;lop;89593
apso;alg;lop/N-tiw56n54;lop;89604
apso;alg;lop/N-tiw56n54;lop;89734
apso;alg;lop/N-tiw56n54;lop;89735
apso;alg;lop/N-tiw56n54;lop;89879
apso;alg;lop/N-tiw56n54;lop;89895
apso;alg;lop/N-tiw56n54;lop;89971
apso;alg;lop/N-tiw56n54;lop;90022
apso;alg;lop/N-tiw56n54;lop;90107
apso;alg;lop/N-tiw56n54;lop;90147
apso;alg;lop/N-tiw56n54;lop;90152
apso;alg;lop/N-tiw56n54;lop;90285
apso;alg;lop/N-tiw56n54;lop;90339
apso-bi;alg;lop/N-tiw56r58;lop;129568
apso-bi;alg;lop/N-tiw56r58;lop;129568
apso-bi;alg;lop/N-tiw56r58;lop;129357
apso-bi;alg;lop/N-tiw56r58;lop;129324
apso-bi;alg;lop/N-tiw56r58;lop;129324
apso-bi;alg;lop/N-tiw56r58;lop;129194
apso-bi;alg;lop/N-tiw56r58;lop;129188
apso-bi;alg;lop/N-tiw56r58;lop;129188
apso-bi;alg;lop/N-tiw56r58;lop;129016
apso-bi;alg;lop/N-tiw56r58;lop;129016
apso-bi;alg;lop/N-tiw56r58;lop;128972
apso-bi;alg;lop/N-tiw56r58;lop;128972
apso-bi;alg;lop/N-tiw56r58;lop;128929
apso-bi;alg;lop/N-tiw56r58;lop;128929
apso-bi;alg;lop/N-tiw56r58;lop;128772
apso-bi;alg;lop/N-tiw56r58;lop;128772
apso-i;alg;lop/N-tiw56r58;lop;128764
apso-i;alg;lop/N-tiw56r58;lop;128764
apso-i;alg;lop/N-tiw56r58;lop;128591
apso-i;alg;lop/N-tiw56r58;lop;128591
apso-bi;alg;lop/N-tiw56r66;lop;209491
apso-bi;alg;lop/N-tiw56r66;lop;209335
apso-bi;alg;lop/N-tiw56r66;lop;208909
apso-bi;alg;lop/N-tiw56r66;lop;208909
apso-i;alg;lop/N-tiw56r66;lop;208734
apso-i;alg;lop/N-tiw56r66;lop;208734
apso-bi;alg;lop/N-tiw56r66;lop;208701
apso-bi;alg;lop/N-tiw56r66;lop;208701
apso-bi;alg;lop/N-tiw56r66;lop;208606
apso-bi;alg;lop/N-tiw56r66;lop;208606
apso-bi;alg;lop/N-tiw56r66;lop;208578
apso-bi;alg;lop/N-tiw56r66;lop;208578
apso-bi;alg;lop/N-tiw56r66;lop;208491
apso-bi;alg;lop/N-tiw56r66;lop;208491
apso-bi;alg;lop/N-tiw56r66;lop;208313
apso-bi;alg;lop/N-tiw56r66;lop;208313
apso-i;alg;lop/N-tiw56r66;lop;208282
apso-i;alg;lop/N-tiw56r66;lop;208282
apso-b;alg;lop/N-tiw56r66;lop;208259
apso;alg;lop/N-tiw56r66;lop;208167
apso-b;alg;lop/N-be75eec;lop;235017
apso-bi;alg;lop/N-be75eec;lop;234987
apso-bi;alg;lop/N-be75eec;lop;234963
apso-i;alg;lop/N-be75eec;lop;234951
apso-b;alg;lop/N-be75eec;lop;234936
apso-b;alg;lop/N-be75eec;lop;234923
apso-b;alg;lop/N-be75eec;lop;234898
apso-bi;alg;lop/N-be75eec;lop;234893
apso;alg;lop/N-be75eec;lop;234888
apso-b;alg;lop/N-be75eec;lop;234850
apso;alg;lop/N-be75eec;lop;234785
apso-bi;alg;lop/N-be75eec;lop;234767
apso-bi;alg;lop/N-be75eec;lop;234750
apso-bi;alg;lop/N-be75eec;lop;234738
apso;alg;lop/N-be75eec;lop;234717
apso-b;alg;lop/N-be75eec;lop;234679
apso-bi;alg;lop/N-be75eec;lop;234677
apso-bi;alg;lop/N-be75eec;lop;234662
apso-b;alg;lop/N-be75eec;lop;234660
apso;alg;lop/N-be75eec;lop;234521
apso-bi;alg;lop/N-be75oi;lop;110869
apso-bi;alg;lop/N-be75oi;lop;110869
apso-bi;alg;lop/N-be75oi;lop;110838
apso-bi;alg;lop/N-be75oi;lop;110838
apso-bi;alg;lop/N-be75oi;lop;110807
apso-bi;alg;lop/N-be75oi;lop;110807
apso-i;alg;lop/N-be75oi;lop;110719
apso-i;alg;lop/N-be75oi;lop;110719
apso-i;alg;lop/N-be75oi;lop;110719
apso-i;alg;lop/N-be75oi;lop;110719
apso;alg;lop/N-be75oi;lop;110715
apso-i;alg;lop/N-be75oi;lop;110711
apso-i;alg;lop/N-be75oi;lop;110711
apso-b;alg;lop/N-be75oi;lop;110709
apso-b;alg;lop/N-be75oi;lop;110707
apso-b;alg;lop/N-be75oi;lop;110559
apso-b;alg;lop/N-be75oi;lop;110444
apso-i;alg;lop/N-be75oi;lop;110371
apso-i;alg;lop/N-be75oi;lop;110371
apso-b;alg;lop/N-be75oi;lop;110367
apso-bi;alg;lop/N-stabu70;lop;357393
apso-bi;alg;lop/N-stabu70;lop;357393
apso-b;alg;lop/N-stabu70;lop;357338
apso-bi;alg;lop/N-stabu70;lop;357278
apso-bi;alg;lop/N-stabu70;lop;357278
apso;alg;lop/N-stabu70;lop;357180
apso-b;alg;lop/N-stabu70;lop;356939
apso-b;alg;lop/N-stabu70;lop;356923
apso;alg;lop/N-stabu70;lop;356808
apso-bi;alg;lop/N-stabu70;lop;356727
apso-bi;alg;lop/N-stabu70;lop;356727
apso-b;alg;lop/N-stabu70;lop;356641
apso-bi;alg;lop/N-stabu70;lop;356423
apso-bi;alg;lop/N-stabu70;lop;356423
apso-b;alg;lop/N-stabu70;lop;356401
apso-i;alg;lop/N-stabu70;lop;356376
apso-i;alg;lop/N-stabu70;lop;356376
apso;alg;lop/N-stabu70;lop;356302
apso;alg;lop/N-stabu70;lop;356262
apso-bi;alg;lop/N-stabu70;lop;356146
apso-b;alg;lop/N-stabu74;lop;530040
apso-b;alg;lop/N-stabu74;lop;530223
apso-b;alg;lop/N-stabu74;lop;530842
apso-b;alg;lop/N-stabu74;lop;531200
apso-b;alg;lop/N-stabu74;lop;531212
apso-b;alg;lop/N-stabu74;lop;531262
apso-b;alg;lop/N-stabu74;lop;531559
apso-b;alg;lop/N-stabu74;lop;532712
apso-b;alg;lop/N-stabu74;lop;533152
apso-b;alg;lop/N-stabu74;lop;533162
apso-b;alg;lop/N-stabu74;lop;533255
apso-b;alg;lop/N-stabu74;lop;533599
apso-b;alg;lop/N-stabu74;lop;534478
apso-b;alg;lop/N-stabu74;lop;534578
apso-b;alg;lop/N-stabu74;lop;534827
apso-b;alg;lop/N-stabu74;lop;534852
apso-b;alg;lop/N-stabu74;lop;536056
apso-b;alg;lop/N-stabu74;lop;536618
apso-b;alg;lop/N-stabu74;lop;536772
apso-b;alg;lop/N-stabu74;lop;537864
apso-b;alg;lop/N-stabu75;lop;525769
apso-b;alg;lop/N-stabu75;lop;525779
apso-b;alg;lop/N-stabu75;lop;527376
apso-b;alg;lop/N-stabu75;lop;528458
apso-b;alg;lop/N-stabu75;lop;528911
apso-b;alg;lop/N-stabu75;lop;528956
apso-b;alg;lop/N-stabu75;lop;529537
apso-b;alg;lop/N-stabu75;lop;530026
apso-b;alg;lop/N-stabu75;lop;534818
apso-b;alg;lop/N-stabu75;lop;535728
apso-b;alg;lop/N-stabu75;lop;536497
apso-b;alg;lop/N-stabu75;lop;536561
apso-b;alg;lop/N-stabu75;lop;536687
apso-b;alg;lop/N-stabu75;lop;537564
apso-b;alg;lop/N-stabu75;lop;537862
apso-b;alg;lop/N-stabu75;lop;538922
apso-b;alg;lop/N-stabu75;lop;539521
apso-b;alg;lop/N-stabu75;lop;539738
apso-b;alg;lop/N-stabu75;lop;539836
apso-b;alg;lop/N-stabu75;lop;540148
apso-b;alg;lop/N-t69r11xx;lop;767723
apso-b;alg;lop/N-t69r11xx;lop;767873
apso-b;alg;lop/N-t69r11xx;lop;768206
apso-b;alg;lop/N-t69r11xx;lop;768251
apso-b;alg;lop/N-t69r11xx;lop;768280
apso-b;alg;lop/N-t69r11xx;lop;768556
apso-b;alg;lop/N-t69r11xx;lop;768725
apso-b;alg;lop/N-t69r11xx;lop;769125
apso-b;alg;lop/N-t69r11xx;lop;769534
apso-b;alg;lop/N-t69r11xx;lop;769674
apso-b;alg;lop/N-t69r11xx;lop;769968
apso-b;alg;lop/N-t69r11xx;lop;770184
apso-b;alg;lop/N-t69r11xx;lop;770544
apso-b;alg;lop/N-t69r11xx;lop;770579
apso-b;alg;lop/N-t69r11xx;lop;770751
apso-b;alg;lop/N-t69r11xx;lop;770751
apso-b;alg;lop/N-t69r11xx;lop;770771
apso-b;alg;lop/N-t69r11xx;lop;770869
apso-b;alg;lop/N-t69r11xx;lop;770903
apso-b;alg;lop/N-t69r11xx;lop;771027
apso-b;alg;lop/N-t70b11xx;lop;510355
apso-b;alg;lop/N-t70b11xx;lop;512629
apso-b;alg;lop/N-t70b11xx;lop;515801
apso-b;alg;lop/N-t70b11xx;lop;516811
apso-b;alg;lop/N-t70b11xx;lop;517705
apso-b;alg;lop/N-t70b11xx;lop;518617
apso-b;alg;lop/N-t70b11xx;lop;521975
apso-b;alg;lop/N-t70b11xx;lop;522899
apso-b;alg;lop/N-t70b11xx;lop;523235
apso-b;alg;lop/N-t70b11xx;lop;523936
apso-b;alg;lop/N-t70b11xx;lop;524062
apso-b;alg;lop/N-t70b11xx;lop;524138
apso-b;alg;lop/N-t70b11xx;lop;524989
apso-b;alg;lop/N-t70b11xx;lop;525068
apso-b;alg;lop/N-t70b11xx;lop;525091
apso-b;alg;lop/N-t70b11xx;lop;525597
apso-b;alg;lop/N-t70b11xx;lop;525921
apso-b;alg;lop/N-t70b11xx;lop;526060
apso-b;alg;lop/N-t70b11xx;lop;526127
apso-b;alg;lop/N-t70b11xx;lop;526596
apso-b;alg;lop/N-t70d11xx;lop;365139
apso-b;alg;lop/N-t70d11xx;lop;365333
apso-b;alg;lop/N-t70d11xx;lop;366163
apso-b;alg;lop/N-t70d11xx;lop;367588
apso-b;alg;lop/N-t70d11xx;lop;367604
apso-b;alg;lop/N-t70d11xx;lop;367782
apso-b;alg;lop/N-t70d11xx;lop;368169
apso-b;alg;lop/N-t70d11xx;lop;368330
apso-b;alg;lop/N-t70d11xx;lop;368351
apso-b;alg;lop/N-t70d11xx;lop;368829
apso-b;alg;lop/N-t70d11xx;lop;369051
apso-b;alg;lop/N-t70d11xx;lop;369498
apso-b;alg;lop/N-t70d11xx;lop;370600
apso-b;alg;lop/N-t70d11xx;lop;370782
apso-b;alg;lop/N-t70d11xx;lop;370946
apso-b;alg;lop/N-t70d11xx;lop;371095
apso-b;alg;lop/N-t70d11xx;lop;371413
apso-b;alg;lop/N-t70d11xx;lop;371542
apso-b;alg;lop/N-t70d11xx;lop;371726
apso-b;alg;lop/N-t70d11xx;lop;373028
apso-bi;alg;lop/N-t70x11xx;lop;283049949
apso-bi;alg;lop/N-t70x11xx;lop;283049949
apso-b;alg;lop/N-t70x11xx;lop;283043231
apso;alg;lop/N-t70x11xx;lop;282931899
apso;alg;lop/N-t70x11xx;lop;282870593
apso-bi;alg;lop/N-t70x11xx;lop;282830601
apso-bi;alg;lop/N-t70x11xx;lop;282830601
apso-b;alg;lop/N-t70x11xx;lop;282756735
apso-b;alg;lop/N-t70x11xx;lop;282397770
apso-i;alg;lop/N-t70x11xx;lop;281737900
apso-i;alg;lop/N-t70x11xx;lop;281737900
apso-i;alg;lop/N-t70x11xx;lop;281484533
apso-i;alg;lop/N-t70x11xx;lop;281484533
apso-b;alg;lop/N-t70x11xx;lop;281327541
apso;alg;lop/N-t70x11xx;lop;280491245
apso;alg;lop/N-t70x11xx;lop;280224708
apso;alg;lop/N-t70x11xx;lop;280185973
apso-b;alg;lop/N-t70x11xx;lop;280168695
apso-b;alg;lop/N-t70x11xx;lop;280148408
apso-i;alg;lop/N-t70x11xx;lop;280024693
apso-b;alg;lop/N-tiw56n54;lop;90483
apso-b;alg;lop/N-tiw56n54;lop;90541
apso-b;alg;lop/N-tiw56n54;lop;90562
apso-b;alg;lop/N-tiw56n54;lop;90595
apso-b;alg;lop/N-tiw56n54;lop;90609
apso-b;alg;lop/N-tiw56n54;lop;90633
apso-b;alg;lop/N-tiw56n54;lop;90637
apso-b;alg;lop/N-tiw56n54;lop;90659
apso-b;alg;lop/N-tiw56n54;lop;90684
apso-b;alg;lop/N-tiw56n54;lop;90758
apso-b;alg;lop/N-tiw56n54;lop;90794
apso-b;alg;lop/N-tiw56n54;lop;90829
apso-b;alg;lop/N-tiw56n54;lop;90912
apso-b;alg;lop/N-tiw56n54;lop;90928
apso-b;alg;lop/N-tiw56n54;lop;90975
apso-b;alg;lop/N-tiw56n54;lop;90987
apso-b;alg;lop/N-tiw56n54;lop;91062
apso-b;alg;lop/N-tiw56n54;lop;91101
apso-b;alg;lop/N-tiw56n54;lop;91155
apso-b;alg;lop/N-tiw56n54;lop;91554
apso-bi;alg;lop/N-tiw56r58;lop;128551
apso-bi;alg;lop/N-tiw56r58;lop;128551
apso-b;alg;lop/N-tiw56r58;lop;128437
apso-bi;alg;lop/N-tiw56r58;lop;128313
apso-bi;alg;lop/N-tiw56r58;lop;128313
apso-i;alg;lop/N-tiw56r58;lop;128201
apso-i;alg;lop/N-tiw56r58;lop;128201
apso;alg;lop/N-tiw56r58;lop;128013
apso-i;alg;lop/N-tiw56r58;lop;127997
apso-i;alg;lop/N-tiw56r58;lop;127997
apso-b;alg;lop/N-tiw56r58;lop;127884
apso-i;alg;lop/N-tiw56r58;lop;127850
apso-i;alg;lop/N-tiw56r58;lop;127850
apso-b;alg;lop/N-tiw56r58;lop;127846
apso-b;alg;lop/N-tiw56r58;lop;127736
apso-i;alg;lop/N-tiw56r58;lop;127711
apso-i;alg;lop/N-tiw56r58;lop;127711
apso-i;alg;lop/N-tiw56r58;lop;127682
apso-i;alg;lop/N-tiw56r58;lop;127682
apso;alg;lop/N-tiw56r58;lop;127665
apso;alg;lop/N-tiw56r66;lop;208015
apso-b;alg;lop/N-tiw56r66;lop;207911
apso-b;alg;lop/N-tiw56r66;lop;207598
apso-bi;alg;lop/N-tiw56r66;lop;207347
apso-bi;alg;lop/N-tiw56r66;lop;207347
apso-i;alg;lop/N-tiw56r66;lop;207337
apso-i;alg;lop/N-tiw56r66;lop;207337
apso-bi;alg;lop/N-tiw56r66;lop;207306
apso-bi;alg;lop/N-tiw56r66;lop;207306
apso-b;alg;lop/N-tiw56r66;lop;207284
apso-b;alg;lop/N-tiw56r66;lop;207136
apso-i;alg;lop/N-tiw56r66;lop;207089
apso-i;alg;lop/N-tiw56r66;lop;207089
apso;alg;lop/N-tiw56r66;lop;206936
apso-b;alg;lop/N-tiw56r66;lop;206648
apso-bi;alg;lop/N-tiw56r66;lop;206585
apso-bi;alg;lop/N-tiw56r66;lop;206585
apso;alg;lop/N-tiw56r66;lop;206179
apso-i;alg;lop/N-tiw56r66;lop;206177
apso-i;alg;lop/N-tiw56r66;lop;206177
apso;alg;lop/N-be75eec;lop;234495
apso-i;alg;lop/N-be75eec;lop;234421
apso-b;alg;lop/N-be75eec;lop;234390
apso;alg;lop/N-be75eec;lop;234384
apso-b;alg;lop/N-be75eec;lop;234366
apso-i;alg;lop/N-be75eec;lop;234364
apso-i;alg;lop/N-be75eec;lop;234354
apso-b;alg;lop/N-be75eec;lop;234335
apso-b;alg;lop/N-be75eec;lop;234309
apso-i;alg;lop/N-be75eec;lop;234228
apso-b;alg;lop/N-be75eec;lop;234226
apso-b;alg;lop/N-be75eec;lop;234220
apso;alg;lop/N-be75eec;lop;234188
apso-i;alg;lop/N-be75eec;lop;234120
apso-i;alg;lop/N-be75eec;lop;234087
apso-i;alg;lop/N-be75eec;lop;234046
apso;alg;lop/N-be75eec;lop;234002
apso-i;alg;lop/N-be75eec;lop;233936
apso;alg;lop/N-be75eec;lop;233915
apso-i;alg;lop/N-be75eec;lop;233898
apso;alg;lop/N-be75oi;lop;110282
apso-b;alg;lop/N-be75oi;lop;110217
apso;alg;lop/N-be75oi;lop;110206
apso;alg;lop/N-be75oi;lop;110159
apso;alg;lop/N-be75oi;lop;110119
apso-b;alg;lop/N-be75oi;lop;110100
apso;alg;lop/N-be75oi;lop;110034
apso-b;alg;lop/N-be75oi;lop;110007
apso-b;alg;lop/N-be75oi;lop;109995
apso-b;alg;lop/N-be75oi;lop;109979
apso-i;alg;lop/N-be75oi;lop;109978
apso-i;alg;lop/N-be75oi;lop;109978
apso;alg;lop/N-be75oi;lop;109906
apso-i;alg;lop/N-be75oi;lop;109867
apso-i;alg;lop/N-be75oi;lop;109867
pso-rki;rk;lop/N-be75oi;lop;109807
pso-rki;rk;lop/N-be75oi;lop;109807
apso;alg;lop/N-be75oi;lop;109800
apso-b;alg;lop/N-be75oi;lop;109795
apso-b;alg;lop/N-be75oi;lop;109755
apso-bi;alg;lop/N-stabu70;lop;356146
apso;alg;lop/N-stabu70;lop;355627
apso-i;alg;lop/N-stabu70;lop;355581
apso-i;alg;lop/N-stabu70;lop;355581
apso;alg;lop/N-stabu70;lop;355156
apso-b;alg;lop/N-stabu70;lop;354896
apso-b;alg;lop/N-stabu70;lop;354783
apso-b;alg;lop/N-stabu70;lop;354413
apso-i;alg;lop/N-stabu70;lop;354358
apso-i;alg;lop/N-stabu70;lop;354358
apso-b;alg;lop/N-stabu70;lop;353833
apso-b;alg;lop/N-stabu70;lop;353526
apso-i;alg;lop/N-stabu70;lop;353173
apso-i;alg;lop/N-stabu70;lop;353173
apso;alg;lop/N-stabu70;lop;352806
apso-b;alg;lop/N-stabu70;lop;352599
apso;alg;lop/N-stabu70;lop;352481
apso;alg;lop/N-stabu70;lop;352446
apso-b;alg;lop/N-stabu70;lop;352355
apso-b;alg;lop/N-stabu70;lop;352322
apso-bi;alg;lop/N-stabu74;lop;533176
apso-bi;alg;lop/N-stabu74;lop;533275
apso-bi;alg;lop/N-stabu74;lop;534231
apso-bi;alg;lop/N-stabu74;lop;534406
apso-bi;alg;lop/N-stabu74;lop;535102
apso-bi;alg;lop/N-stabu74;lop;535762
apso-bi;alg;lop/N-stabu74;lop;536147
apso-bi;alg;lop/N-stabu74;lop;536405
apso-bi;alg;lop/N-stabu74;lop;536576
apso-bi;alg;lop/N-stabu74;lop;536879
apso-bi;alg;lop/N-stabu74;lop;536920
apso-bi;alg;lop/N-stabu74;lop;537167
apso-bi;alg;lop/N-stabu74;lop;537318
apso-bi;alg;lop/N-stabu74;lop;537536
apso-bi;alg;lop/N-stabu74;lop;538289
apso-bi;alg;lop/N-stabu74;lop;538595
apso-bi;alg;lop/N-stabu74;lop;538614
apso-bi;alg;lop/N-stabu74;lop;541393
apso-bi;alg;lop/N-stabu74;lop;541393
apso-bi;alg;lop/N-stabu74;lop;541393
apso-bi;alg;lop/N-stabu75;lop;540179
apso-bi;alg;lop/N-stabu75;lop;540179
apso-bi;alg;lop/N-stabu75;lop;542277
apso-bi;alg;lop/N-stabu75;lop;542277
